Registry ID,Co-op Name,Incorporation Year,Address,Town,Province/State,Postal Code,Type
3256956,THE DEANERY PROJECT CO-OPERATIVE LTD.,2011,751 WEST SHIP HARBOUR ROAD,LOWER SHIP HARBOUR,NS,B0J 1Y0,SERVICES
1818360,THE GREENHOUSE CO-OPERATIVE LIMITED,1988,9651 GRENVILLE STREET,ST PETERS,NS,B0E 3B0,WORKER LABOUR
3255104,THE LOADED LADLE HALIFAX CO-OPERATIVE LTD.,2011,"6136 UNIVERSITY AVENUE
",HALIFAX,NS,B3H 4R2,SERVICES
1351983,THE LOUISDALE COOPERATIVE SOCIETY LIMITED,1937,BOX 574 MAIN STREET,LOUISDALE,NS,B0E 1V0,RETAIL CONSUMER PRODUCTS
3245670,THE OLD SCHOOL COMMUNITY GATHERING PLACE CO-OPERATIVE LIMITED,2010,PO BOX 185,MUSQUODOBOIT HARBOUR,NS,B0J 2L0,SERVICES
1416717,THE REGIONAL HOUSING CO-OPERATIVE LIMITED,1981,BOX 3483,DARTMOUTH,NS,B2W 5G3,HOUSING
3237614,THERMALWISE GREEN BUILDING CO-OPERATIVE LIMITED,2009,8-40 THORNHILL DRIVE ,DARTMOUTH ,NS,B3B 1S1,WORKER LABOUR
1494160,THE TRILLIUM HOUSING CO-OPERATIVE LIMITED,1983,66A VALKYRIE CRESCENT,DARTMOUTH,NS,B2W 5B6,HOUSING
3256960,THE WINDING RIVER ART GALLERY CO-OPERATIVE LIMITED,2011,PO BOX 129,STEWIACKE,NS,B0N 2J0,CRAFT PRODUCTS
3305304,THE WINDSHIP COOPERATIVE LTD.,2017,PO BOX 595,LUNENBURG,NS,B0J 2C0,SERVICES
3245666,TIDNISH BRIDGE ART GALLERY CO-OP LIMITED,2010,3314 HWY 366,TIDNISH BRIDGE,NS,B4H 3X9,CRAFT PRODUCTS
1479172,TOPSHEE HOUSING CO-OPERATIVE LIMITED,1983,"C/O COMMUNITY HOUSING MANAGEMENT NETWORK
207 - 65 INGLIS PLACE",TRURO,NS,B2N 5B5,HOUSING
3056188,TOTAL ESSENCE COACHING CO-OPERATIVE LIMITED,2001,10 ROBLEA DRIVE,DARTMOUTH,NS,B2W 1Y7,WORKER LABOUR
2374414,TOWER HEIGHTS HOUSING CO-OPERATIVE LIMITED,1994,69 STUART STREET,SYDNEY,NS,B1P 6Y8,HOUSING
3317324,TOWN FARM CO-OP LTD.,2018,3587 PLUMMER AVENUE,NEW WATERFORD,NS,B1H 2A4,AGRICULTURE
2108357,TRUE NORTH HOUSING CO-OPERATIVE LIMITED,1992,"PO BOX 152, DMPS",DARTMOUTH,NS,B2Y 3Y3,HOUSING
3215055,TRURO FARMERS' MARKET CO-OPERATIVE LIMITED,2007,15 YOUNG STREET,TRURO,NS,B2N 3W3,AGRICULTURE
3283084,TWO LITTLE MONKEYS CO-OP LTD.,2014,1 THISTLE STREET,DARTMOUTH,NS,B3A 2V3,CRAFT PRODUCTS
1352659,UNITED FARMERS CO-OPERATIVE LIMITED,1964,BOX 370,SYDNEY,NS,B1P 6H3,RETAIL CONSUMER PRODUCTS
1357778,UPPER STEWIACKE COOPERATIVE LIMITED,1946,5477 HIGHWAY  #289,UPPER STEWIACKE,NS,B0N 2P0,RETAIL CONSUMER PRODUCTS
1354340,VICTORIA CO-OPERATIVE FISHERIES LIMITED,1956,PO BOX 38,NEILS HARBOUR,NS,B0C 1N0,FISH PRODUCTS
1352675,VICTORIA FARMERS CO-OPERATIVE LIMITED,1936,BOX 69,BADDECK,NS,B0E 1B0,RETAIL CONSUMER PRODUCTS
3045160,VIEWPOINT GALLERY CO-OPERATIVE LIMITED,2000,1272 BARRINGTON STREET,HALIFAX,NS,B3J 1Y5,CRAFT PRODUCTS
1398155,VIHARA HOUSING CO-OPERATIVE LIMITED,1982,2531 ELM STREET,HALIFAX,NS,B3L 2Y5,HOUSING
2056189,VILLAGE GROCERY WORKERS' CO-OPERATIVE LIMITED,1990,PO BOX 39,ST PETERS,NS,B0E 3B0,WORKER LABOUR
1608901,WALLIS DRIVE HOUSING CO-OPERATIVE LTD.,1985,BOX 1908,PICTOU,NS,B0K 1H0,HOUSING
1707582,WATER STREET STUDIO CO-OPERATIVE LIMITED,1986,BOX 1442,PICTOU,NS,B0K 1H0,CRAFT PRODUCTS
3295869,WENTWORTH LEARNING CENTRE COOPERATIVE LTD.,2016,13371 HWY 4,WENTWORTH,NS,B0M 1Z0,SERVICES
3302527,WESTERN WOODLOT SERVICES COOPERATIVE LTD.,2016,"RR1, CHURCH POINT, BOX 119-B",DIGBY COUNTY,NS,B0W 1M0,FOREST PRODUCTS
3255581,WEST GORE CEMETERY CO-OPERATIVE LTD.,2011,2695 RTE 236,KENNETCOOK,NS,B0N 1P0,SERVICES
1588452,WEST HALIFAX HOUSING CO-OPERATIVE LIMITED,1984,PO BOX 31307,HALIFAX,NS,B3K 5Y5,HOUSING
1352744,WESTMOOR 57 CO-OPERATIVE LIMITED,1976,6895 COOK AVENUE,HALIFAX,NS,B3L 2J9,HOUSING
3257242,WEST SIDE PERFORMING ARTS COOPERATIVE LIMITED,2011,"936 CHETICAMP BACK ROAD, PO BOX 43",CHETICAMP,NS,B0E 1H0,WORKER LABOUR
1352760,WHYCOCOMAGH COOPERATIVE LIMITED,1938,BOX 10,WHYCOCOMAGH,NS,B0E 3M0,RETAIL CONSUMER PRODUCTS
3223969,WHYCOCOMAGH INVESTMENT CO-OPERATIVE LIMITED,2007,PO BOX 23,WHYCOCOMAGH,NS,B0E 3M0,INVESTMENT
3094170,WILD BLUEBERRY HARVEST CO-OPERATIVE LIMITED,2004,50 LITTLE YORKE ROAD,FIVE ISLANDS,NS,B0M 1K0,AGRICULTURE
3245711,WINDSOR FARMERS' MARKET CO-OP LTD.,2010,5094 HIGHWAY 215,SUMMERVILLE,NS,B0N 2K0,AGRICULTURE
3103778,WOLFVILLE FARMERS MARKET CO-OPERATIVE LIMITED,2005,24 ELM AVENUE,WOLFVILLE,NS,B4P 1Z9,AGRICULTURE
1352800,WOLFVILLE HABITAT COOPERATIVE LIMITED,1975,"25 POST ROAD, APT 105",WOLFVILLE,NS,B4P 2M8,HOUSING
1915636,WOODLAND ESTATES HOUSING CO-OPERATIVE LIMITED,1989,"C/O PATHWAYS HOUSING SERVICES 
PO BOX 152 DMPS",DARTMOUTH,NS,B2Y 3Y3,HOUSING
3254486,YARMOUTH FARMERS' COMMUNITY MARKET CO-OPERATIVE LIMITED,2011,PO BOX 211,YARMOUTH,NS,B5A 4B2,AGRICULTURE
