OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
999223,HANOVER ST,HANOVER,ST,Hanover St,Hanover,HALIFAX,HALIFAX,374,374,217.906805162099
999224,HARBOURVIEW DR,HARBOURVIEW,DR,Harbourview Dr,Harbourview,HALIFAX,HALIFAX,377,377,395.861816497582
999225,RAMP MAC-K RAMP,RAMP MAC-K,RAMP,Ramp Mac-K Ramp,Ramp Mac-K,HALIFAX,HALIFAX,954,954,845.103964841691
999226,GESNER ST,GESNER,ST,Gesner St,Gesner,HALIFAX,HALIFAX,378,378,855.575809039108
999227,HARRIS ST,HARRIS,ST,Harris St,Harris,HALIFAX,HALIFAX,380,380,174.925850057054
999228,HART RD,HART,RD,Hart Rd,Hart,HALIFAX,HALIFAX,381,381,131.325097064702
999229,HARVARD ST,HARVARD,ST,Harvard St,Harvard,HALIFAX,HALIFAX,383,383,692.586289929917
999230,HARVEY ST,HARVEY,ST,Harvey St,Harvey,HALIFAX,HALIFAX,384,384,299.928533442491
999231,HAYES ST,HAYES,ST,Hayes St,Hayes,HALIFAX,HALIFAX,386,386,85.6615825179448
999232,HEINISH AVE,HEINISH,AVE,Heinish Ave,Heinish,HALIFAX,HALIFAX,389,389,295.771837380227
999233,HEMLOCK ST,HEMLOCK,ST,Hemlock St,Hemlock,HALIFAX,HALIFAX,390,390,394.842216059397
999234,HENNESSEY PL,HENNESSEY,PL,Hennessey Pl,Hennessey,HALIFAX,HALIFAX,391,391,384.791882081131
999235,HENNESSEY ST,HENNESSEY,ST,Hennessey St,Hennessey,HALIFAX,HALIFAX,392,392,200.832485346626
999236,HENRY ST,HENRY,ST,Henry St,Henry,HALIFAX,HALIFAX,393,393,1320.38061156421
999237,HIGH ST,HIGH,ST,High St,High,HALIFAX,HALIFAX,396,396,784.069442859761
999238,HILDEN DR,HILDEN,DR,Hilden Dr,Hilden,HALIFAX,HALIFAX,398,398,418.511520122967
999239,HILFORD ST,HILFORD,ST,Hilford St,Hilford,HALIFAX,HALIFAX,399,399,82.0517995966672
999240,HILLSIDE AVE,HILLSIDE,AVE,Hillside Ave,Hillside,HALIFAX,HALIFAX,402,402,205.667106467433
999241,HOLLY DR,HOLLY,DR,Holly Dr,Holly,HALIFAX,HALIFAX,406,406,258.580466438322
999242,HOMECREST TERR,HOMECREST,TERR,Homecrest Terr,Homecrest,HALIFAX,HALIFAX,407,407,180.070603061199
999243,HONEYDALE CRES,HONEYDALE,CRES,Honeydale Cres,Honeydale,HALIFAX,HALIFAX,408,408,375.390459759449
999244,HUNTER ST,HUNTER,ST,Hunter St,Hunter,HALIFAX,HALIFAX,413,413,303.485957635543
999245,HURON ST,HURON,ST,Huron St,Huron,HALIFAX,HALIFAX,415,415,199.94868954592
999246,IDA ST,IDA,ST,Ida St,Ida,HALIFAX,HALIFAX,416,416,110.297189672788
999247,INGLEWOOD DR,INGLEWOOD,DR,Inglewood Dr,Inglewood,HALIFAX,HALIFAX,418,418,484.785043852781
999248,INVERNESS AVE,INVERNESS,AVE,Inverness Ave,Inverness,HALIFAX,HALIFAX,420,420,976.984032719559
999249,ISNER AVE,ISNER,AVE,Isner Ave,Isner,HALIFAX,HALIFAX,422,422,188.060077614081
999250,IVANHOE ST,IVANHOE,ST,Ivanhoe St,Ivanhoe,HALIFAX,HALIFAX,423,423,325.19142977946
999251,JAMES ST,JAMES,ST,James St,James,HALIFAX,HALIFAX,427,427,95.3856245416814
999252,JENNINGS ST,JENNINGS,ST,Jennings St,Jennings,HALIFAX,HALIFAX,428,428,278.328091421325
999253,JOHN ST,JOHN,ST,John St,John,HALIFAX,HALIFAX,430,430,316.232404136544
999254,JOSEPH ST,JOSEPH,ST,Joseph St,Joseph,HALIFAX,HALIFAX,431,431,321.542625330497
999255,JUBILEE RD,JUBILEE,RD,Jubilee Rd,Jubilee,HALIFAX,HALIFAX,433,433,2163.8838955396
999256,EDINBURGH ST,EDINBURGH,ST,Edinburgh St,Edinburgh,HALIFAX,HALIFAX,283,283,1153.41214457932
999257,EDWARD ST,EDWARD,ST,Edward St,Edward,HALIFAX,HALIFAX,284,284,1162.71484538595
999258,DOBBIN LANE,DOBBIN,LANE,Dobbin Lane,Dobbin,HALIFAX,HALIFAX,290,290,120.869915453676
999259,ELIZABETH DR,ELIZABETH,DR,Elizabeth Dr,Elizabeth,HALIFAX,HALIFAX,291,291,360.148679672755
999260,ELLIOTT ST,ELLIOTT,ST,Elliott St,Elliott,HALIFAX,HALIFAX,292,292,194.723679668661
999261,ELM ST,ELM,ST,Elm St,Elm,HALIFAX,HALIFAX,293,293,719.755258078877
999262,ERNST AVE,ERNST,AVE,Ernst Ave,Ernst,HALIFAX,HALIFAX,296,296,162.745376837328
999263,EVANS AVE,EVANS,AVE,Evans Ave,Evans,HALIFAX,HALIFAX,297,297,1556.09447878027
999264,FALKLAND ST,FALKLAND,ST,Falkland St,Falkland,HALIFAX,HALIFAX,304,304,322.772472468767
999265,DON MESSER CRT,DON MESSER,CRT,Don Messer Crt,Don Messer,HALIFAX,HALIFAX,305,305,90.2201547802261
999266,FAYS LANE,FAYS,LANE,Fays Lane,Fays,HALIFAX,HALIFAX,306,306,101.217161347256
999267,COTTAGE RD,COTTAGE,RD,Cottage Rd,Cottage,HALIFAX,HALIFAX,217,217,113.256280172462
999268,CRAIGMORE DR,CRAIGMORE,DR,Craigmore Dr,Craigmore,HALIFAX,HALIFAX,221,221,294.077955124647
999269,CRANBERRY CRT,CRANBERRY,CRT,Cranberry Crt,Cranberry,HALIFAX,HALIFAX,222,222,162.928854903232
999270,CREIGHTON ST,CREIGHTON,ST,Creighton St,Creighton,HALIFAX,HALIFAX,223,223,1471.9315069462
999271,CRESCENT AVE,CRESCENT,AVE,Crescent Ave,Crescent,HALIFAX,HALIFAX,224,224,276.667782724849
999272,CRESTVIEW DR,CRESTVIEW,DR,Crestview Dr,Crestview,HALIFAX,HALIFAX,229,229,436.873924832039
999273,INDIGO WALK,INDIGO,WALK,Indigo Walk,Indigo,HALIFAX,HALIFAX,230,230,288.402811062356
999274,CROSS ST,CROSS,ST,Cross St,Cross,HALIFAX,HALIFAX,232,232,269.937040719465
999275,EDELWEISS CL,EDELWEISS,CL,Edelweiss Pl,Edelweiss,PORTERS LAKE,PORTERS LAKE,17172,17172,131.029536257931
999276,CROWS NEST DR,CROWS NEST,DR,Crows Nest Dr,Crows Nest,HALIFAX,HALIFAX,234,234,155.460628753089
999277,DAKIN DR,DAKIN,DR,Dakin Dr,Dakin,HALIFAX,HALIFAX,236,236,1052.72874535622
999278,DALHOUSIE ST,DALHOUSIE,ST,Dalhousie St,Dalhousie,HALIFAX,HALIFAX,237,237,280.011613119735
999279,DANVILLE DR,DANVILLE,DR,Danville Dr,Danville,HALIFAX,HALIFAX,238,238,93.8466578709522
999280,DAVIS ST,DAVIS,ST,Davis St,Davis,HALIFAX,HALIFAX,240,240,155.116971758016
999281,DAVISON ST,DAVISON,ST,Davison St,Davison,HALIFAX,HALIFAX,241,241,315.933695215406
999282,DAWN ST,DAWN,ST,Dawn St,Dawn,HALIFAX,HALIFAX,242,242,154.354874502098
999283,DEACON ST,DEACON,ST,Deacon St,Deacon,HALIFAX,HALIFAX,243,243,272.508876093352
999284,DEKKER ST,DEKKER,ST,Dekker St,Dekker,HALIFAX,HALIFAX,246,246,128.759623932366
999285,DESMOND AVE,DESMOND,AVE,Desmond Ave,Desmond,HALIFAX,HALIFAX,248,248,474.999486190543
999286,MARLBOROUGH AVE,MARLBOROUGH,AVE,Marlborough Ave,Marlborough,HALIFAX,HALIFAX,527,527,782.500348600373
999287,LADY SLIPPER DR,LADY SLIPPER,DR,Lady Slipper Dr,Lady Slipper,HALIFAX,HALIFAX,528,528,264.653967284805
999288,MARLWOOD DR,MARLWOOD,DR,Marlwood Dr,Marlwood,HALIFAX,HALIFAX,529,529,369.125755860092
999289,FENWICK ST,FENWICK,ST,Fenwick St,Fenwick,HALIFAX,HALIFAX,309,309,461.415321402931
999290,FENWOOD RD,FENWOOD,RD,Fenwood Rd,Fenwood,HALIFAX,HALIFAX,310,310,812.02949737818
999291,FERGUSON LANE,FERGUSON,LANE,Ferguson Lane,Ferguson,HALIFAX,HALIFAX,311,311,87.4512838261511
999292,FERN LANE,FERN,LANE,Fern Lane,Fern,HALIFAX,HALIFAX,313,313,226.042930616469
999293,FERNDALE DR,FERNDALE,DR,Ferndale Dr,Ferndale,HALIFAX,HALIFAX,314,314,99.1749224035059
999294,FIELDING AVE,FIELDING,AVE,Fielding Ave,Fielding,HALIFAX,HALIFAX,315,315,354.823738011708
999295,FINDLAY RD,FINDLAY,RD,Findlay Rd,Findlay,HALIFAX,HALIFAX,316,316,68.6010956952303
999296,FIRST ST,FIRST,ST,First St,First,HALIFAX,HALIFAX,317,317,467.564837893988
999297,LAVENDER WALK,LAVENDER,WALK,Lavender Walk,Lavender,HALIFAX,HALIFAX,318,318,784.632733790177
999298,FLEMING DR,FLEMING,DR,Fleming Dr,Fleming,HALIFAX,HALIFAX,320,320,558.231837386989
999299,FLINT ST,FLINT,ST,Flint St,Flint,HALIFAX,HALIFAX,322,322,197.744595819228
999300,FORBES ST,FORBES,ST,Forbes St,Forbes,HALIFAX,HALIFAX,323,323,202.717120956286
999301,FORREST AVE,FORREST,AVE,Forrest Ave,Forrest,HALIFAX,HALIFAX,325,325,177.854357347898
999302,FORRESTER ST,FORRESTER,ST,Forrester St,Forrester,HALIFAX,HALIFAX,328,328,159.251690404184
999303,FORWARD AVE,FORWARD,AVE,Forward Ave,Forward,HALIFAX,HALIFAX,329,329,415.230257573387
999304,FOTHERBY AVE,FOTHERBY,AVE,Fotherby Ave,Fotherby,HALIFAX,HALIFAX,330,330,215.554752967694
999305,FOUNDRY LANE,FOUNDRY,LANE,Foundry Lane,Foundry,HALIFAX,HALIFAX,331,331,63.9345702744911
999306,ROCKLYN RD,ROCKLYN,RD,Rocklyn Rd,Rocklyn,HALIFAX,HALIFAX,706,706,376.331698972159
999307,ROGERS DR,ROGERS,DR,Rogers Dr,Rogers,HALIFAX,HALIFAX,710,710,363.694745808679
999308,ROOME ST,ROOME,ST,Roome St,Roome,HALIFAX,HALIFAX,712,712,273.781261522951
999309,ROOSEVELT DR,ROOSEVELT,DR,Roosevelt Dr,Roosevelt,HALIFAX,HALIFAX,713,713,552.302726854241
999310,ROSEBANK AVE,ROSEBANK,AVE,Rosebank Ave,Rosebank,HALIFAX,HALIFAX,714,714,584.052574382644
999311,NORWOOD ST,NORWOOD,ST,Norwood St,Norwood,HALIFAX,HALIFAX,600,600,968.434601419683
999312,OAK ST,OAK,ST,Oak St,Oak,HALIFAX,HALIFAX,601,601,582.560304994536
999313,OAKBURN CRT,OAKBURN,CRT,Oakburn Crt,Oakburn,HALIFAX,HALIFAX,602,602,223.966216137451
999314,NEWTON AVE,NEWTON,AVE,Newton Ave,Newton,HALIFAX,HALIFAX,586,586,679.713613796125
999315,NORMAN CRES,NORMAN,CRES,Norman Cres,Norman,HALIFAX,HALIFAX,590,590,444.076644714067
999316,NORMANDY DR,NORMANDY,DR,Normandy Dr,Normandy,HALIFAX,HALIFAX,591,591,831.504262360477
999317,NORTH RIDGE RD,NORTH RIDGE,RD,North Ridge Rd,North Ridge,HALIFAX,HALIFAX,596,596,301.65026099209
999318,PROSPECT RD,PROSPECT,RD,Prospect Rd,Prospect,HALIFAX,HALIFAX,597,597,4616.63683633411
999319,KINGSMERE CRT,KINGSMERE,CRT,Kingsmere Crt,Kingsmere,HALIFAX,HALIFAX,456,456,235.654759882229
999320,KIRK RD,KIRK,RD,Kirk Rd,Kirk,HALIFAX,HALIFAX,458,458,383.180896707483
999321,KLINE ST,KLINE,ST,Kline St,Kline,HALIFAX,HALIFAX,460,460,708.341136332309
999322,KNOB HILL CRES,KNOB HILL,CRES,Knob Hill Cres,Knob Hill,HALIFAX,HALIFAX,461,461,234.804132544554
999323,LARCH ST,LARCH,ST,Larch St,Larch,HALIFAX,HALIFAX,467,467,537.636717914409
999324,LAUREL LANE,LAUREL,LANE,Laurel Lane,Laurel,HALIFAX,HALIFAX,468,468,204.378004029876
999325,LAURENTIDE DR,LAURENTIDE,DR,Laurentide Dr,Laurentide,HALIFAX,HALIFAX,470,470,718.707350498227
999326,LAURIE DR,LAURIE,DR,Laurie Dr,Laurie,HALIFAX,HALIFAX,471,471,193.815285527001
999327,PEPPERELL ST,PEPPERELL,ST,Pepperell St,Pepperell,HALIFAX,HALIFAX,638,638,1412.26515268213
999328,PETER LOWE AVE,PETER LOWE,AVE,Peter Lowe Ave,Peter Lowe,HALIFAX,HALIFAX,640,640,457.598641939945
999329,PIERS AVE,PIERS,AVE,Piers Ave,Piers,HALIFAX,HALIFAX,642,642,797.970841219643
999330,LEAMAN ST,LEAMAN,ST,Leaman St,Leaman,HALIFAX,HALIFAX,475,475,565.945560386145
999331,LEMARCHANT ST,LEMARCHANT,ST,Lemarchant St,Lemarchant,HALIFAX,HALIFAX,478,478,843.724598572447
999332,LEPPERT ST,LEPPERT,ST,Leppert St,Leppert,HALIFAX,HALIFAX,479,479,235.074636432609
999333,LEWIS ST,LEWIS,ST,Lewis St,Lewis,HALIFAX,HALIFAX,481,481,374.577325257423
999334,LEXINGTON AVE,LEXINGTON,AVE,Lexington Ave,Lexington,HALIFAX,HALIFAX,482,482,237.72254773628
999335,LILAC ST,LILAC,ST,Lilac St,Lilac,HALIFAX,HALIFAX,483,483,129.099997839201
999336,LINDEN LANE,LINDEN,LANE,Linden Lane,Linden,HALIFAX,HALIFAX,484,484,229.002849563969
999337,LINDEN ST,LINDEN,ST,Linden St,Linden,HALIFAX,HALIFAX,485,485,153.375418717271
999338,LITTLE FOX LANE,LITTLE FOX,LANE,Little Fox Lane,Little Fox,HALIFAX,HALIFAX,486,486,121.200223748592
999339,LIVINGSTONE PL,LIVINGSTONE,PL,Livingstone Pl,Livingstone,HALIFAX,HALIFAX,488,488,388.400280326701
999340,LIVINGSTONE ST,LIVINGSTONE,ST,Livingstone St,Livingstone,HALIFAX,HALIFAX,489,489,607.748937164071
999341,LODGE DR,LODGE,DR,Lodge Dr,Lodge,HALIFAX,HALIFAX,494,494,683.081110309294
999342,LONDON ST,LONDON,ST,London St,London,HALIFAX,HALIFAX,495,495,1131.77351124406
999343,LUCKNOW ST,LUCKNOW,ST,Lucknow St,Lucknow,HALIFAX,HALIFAX,499,499,442.502028515913
999344,LUNDYS LANE,LUNDYS,LANE,Lundys Lane,Lundys,HALIFAX,HALIFAX,500,500,109.514331261936
999345,LYNN RD,LYNN,RD,Lynn Rd,Lynn,HALIFAX,HALIFAX,502,502,339.323002165342
999346,LYNWOOD LANE,LYNWOOD,LANE,Lynwood Lane,Lynwood,HALIFAX,HALIFAX,505,505,149.484679799652
999347,MABOU AVE,MABOU,AVE,Mabou Ave,Mabou,HALIFAX,HALIFAX,507,507,319.635311961486
999348,MAXWELL AVE,MAXWELL,AVE,Maxwell Ave,Maxwell,HALIFAX,HALIFAX,534,534,293.190283973908
999349,MAY ST,MAY,ST,May St,May,HALIFAX,HALIFAX,535,535,191.917011109705
999350,MAYFIELD AVE,MAYFIELD,AVE,Mayfield Ave,Mayfield,HALIFAX,HALIFAX,536,536,404.739309015595
999351,MAYOR AVE,MAYOR,AVE,Mayor Ave,Mayor,HALIFAX,HALIFAX,539,539,390.55320135127
999352,MCALPINE AVE,MCALPINE,AVE,Mcalpine Ave,Mcalpine,HALIFAX,HALIFAX,540,540,330.185941449872
999353,MCCULLY ST,MCCULLY,ST,Mccully St,Mccully,HALIFAX,HALIFAX,541,541,183.082209947471
999354,MCFATRIDGE RD,MCFATRIDGE,RD,Mcfatridge Rd,Mcfatridge,HALIFAX,HALIFAX,542,542,429.749880253934
999355,MCINTOSH ST,MCINTOSH,ST,Mcintosh St,Mcintosh,HALIFAX,HALIFAX,543,543,576.330791583018
999356,MCLENNAN AVE,MCLENNAN,AVE,Mclennan Ave,Mclennan,HALIFAX,HALIFAX,545,545,175.260888819351
999357,LODGE CRES,LODGE,CRES,Lodge Cres,Lodge,HALIFAX,HALIFAX,551,551,67.6638516737771
999358,MELWOOD AVE,MELWOOD,AVE,Melwood Ave,Melwood,HALIFAX,HALIFAX,554,554,666.502632546897
999359,MEMORIAL DR,MEMORIAL,DR,Memorial Dr,Memorial,HALIFAX,HALIFAX,555,555,892.557304675986
999360,MERKEL PL,MERKEL,PL,Merkel Pl,Merkel,HALIFAX,HALIFAX,556,556,380.69349569611
999361,MERRILL DR,MERRILL,DR,Merrill Dr,Merrill,HALIFAX,HALIFAX,558,558,213.847841508383
999362,MERSON AVE,MERSON,AVE,Merson Ave,Merson,HALIFAX,HALIFAX,559,559,170.376074553769
999363,MICMAC CRT,MICMAC,CRT,Micmac Crt,Micmac,HALIFAX,HALIFAX,560,560,73.8988386850507
999364,MILITARY RD,MILITARY,RD,Military Rd,Military,HALIFAX,HALIFAX,564,564,95.8967368397342
999365,MILTON DR,MILTON,DR,Milton Dr,Milton,HALIFAX,HALIFAX,567,567,103.786668338427
999366,MITCHELL ST,MITCHELL,ST,Mitchell St,Mitchell,HALIFAX,HALIFAX,568,568,162.327679767155
999367,MONAGHAN DR,MONAGHAN,DR,Monaghan Dr,Monaghan,HALIFAX,HALIFAX,569,569,221.932749813458
999368,MONASTERY LANE,MONASTERY,LANE,Monastery Lane,Monastery,HALIFAX,HALIFAX,570,570,359.778954630667
999369,MORNINGSIDE DR,MORNINGSIDE,DR,Morningside Dr,Morningside,HALIFAX,HALIFAX,575,575,448.41528460948
999370,MORRIS ST,MORRIS,ST,Morris St,Morris,HALIFAX,HALIFAX,576,576,1243.17936893683
999371,MURDOCH AVE,MURDOCH,AVE,Murdoch Ave,Murdoch,HALIFAX,HALIFAX,580,580,397.909229702007
999372,NEEDHAM ST,NEEDHAM,ST,Needham St,Needham,HALIFAX,HALIFAX,582,582,209.489036708719
999373,POPLAR ST,POPLAR,ST,Poplar St,Poplar,HALIFAX,HALIFAX,655,655,726.766624498176
999374,PORTLAND PL,PORTLAND,PL,Portland Pl,Portland,HALIFAX,HALIFAX,656,656,241.312742270714
999375,PRESCOTT ST,PRESCOTT,ST,Prescott St,Prescott,HALIFAX,HALIFAX,657,657,522.138085559977
999376,PRESTON ST,PRESTON,ST,Preston St,Preston,HALIFAX,HALIFAX,658,658,1034.87223567194
999377,PRINCE ST,PRINCE,ST,Prince St,Prince,HALIFAX,HALIFAX,660,660,612.184578801144
999378,PRINCE WILLIAM ST,PRINCE WILLIAM,ST,Prince William St,Prince William,HALIFAX,HALIFAX,662,662,107.48653273636
999379,PRINCESS PL,PRINCESS,PL,Princess Pl,Princess,HALIFAX,HALIFAX,663,663,122.925675416511
999380,PRYOR ST,PRYOR,ST,Pryor St,Pryor,HALIFAX,HALIFAX,668,668,280.951929340045
999381,ROSEDALE AVE,ROSEDALE,AVE,Rosedale Ave,Rosedale,HALIFAX,HALIFAX,715,715,2145.79930110757
999382,ROSEMEADE AVE,ROSEMEADE,AVE,Rosemeade Ave,Rosemeade,HALIFAX,HALIFAX,716,716,551.632785843523
999383,ROSEMOUNT AVE,ROSEMOUNT,AVE,Rosemount Ave,Rosemount,HALIFAX,HALIFAX,717,717,335.994945256808
999384,ROSLYN RD,ROSLYN,RD,Roslyn Rd,Roslyn,HALIFAX,HALIFAX,718,718,652.742443151741
999385,ROWE AVE,ROWE,AVE,Rowe Ave,Rowe,HALIFAX,HALIFAX,720,720,441.480273576758
999386,ROXTON RD,ROXTON,RD,Roxton Rd,Roxton,HALIFAX,HALIFAX,721,721,355.441056851837
999387,ROY ST,ROY,ST,Roy St,Roy,HALIFAX,HALIFAX,722,722,141.511086549154
999388,RUFUS AVE,RUFUS,AVE,Rufus Ave,Rufus,HALIFAX,HALIFAX,724,724,1594.5050100013
999389,RUSSELL ST,RUSSELL,ST,Russell St,Russell,HALIFAX,HALIFAX,725,725,1141.00137687654
999390,ST ALBANS ST,ST ALBANS,ST,St Albans St,St Albans,HALIFAX,HALIFAX,727,727,215.375019704455
999391,ST ANDREWS AVE,ST ANDREWS,AVE,St Andrews Ave,St Andrews,HALIFAX,HALIFAX,728,728,457.932122295448
999392,MACARA ST,MACARA,ST,Macara St,Macara,HALIFAX,HALIFAX,508,508,600.822436923247
999393,MACDOUGALL ST,MACDOUGALL,ST,Macdougall St,Macdougall,HALIFAX,HALIFAX,510,510,236.806131635632
999394,MACKINTOSH ST,MACKINTOSH,ST,Mackintosh St,Mackintosh,HALIFAX,HALIFAX,511,511,377.520636756595
999395,MACLEOD DR,MACLEOD,DR,Macleod Dr,Macleod,HALIFAX,HALIFAX,512,512,160.985316520069
999396,MCMULLEN RD,MCMULLEN,RD,Mcmullen Rd,Mcmullen,HALIFAX,HALIFAX,513,513,154.996469933165
999397,MANDAVILLE CRT,MANDAVILLE,CRT,Mandaville Crt,Mandaville,HALIFAX,HALIFAX,517,517,381.298680229004
999398,MAPLE ST,MAPLE,ST,Maple St,Maple,HALIFAX,HALIFAX,519,519,125.933839761968
999399,MARGATE DR,MARGATE,DR,Margate Dr,Margate,HALIFAX,HALIFAX,522,522,284.149136070101
999400,MARIE AVE,MARIE,AVE,Marie Ave,Marie,HALIFAX,HALIFAX,524,524,108.580201995888
999401,MARKET ST,MARKET,ST,Market St,Market,HALIFAX,HALIFAX,526,526,486.225772994571
999402,ROBIN ST,ROBIN,ST,Robin St,Robin,HALIFAX,HALIFAX,702,702,87.1717710613303
999403,ROCKCLIFFE ST,ROCKCLIFFE,ST,Rockcliffe St,Rockcliffe,HALIFAX,HALIFAX,703,703,374.726443636626
999404,GUYSBOROUGH AVE,GUYSBOROUGH,AVE,Guysborough Ave,Guysborough,DARTMOUTH,DARTMOUTH,6297,6297,1173.56933888916
999405,HAIG ST,HAIG,ST,Haig St,Haig,DARTMOUTH,DARTMOUTH,6298,6298,96.0723603937933
999406,HARBOUR DR,HARBOUR,DR,Harbour Dr,Harbour,DARTMOUTH,DARTMOUTH,6299,6299,292.616242350261
999407,HARE LANE,HARE,LANE,Hare Lane,Hare,DARTMOUTH,DARTMOUTH,6300,6300,159.496183519088
999408,HARRIS RD,HARRIS,RD,Harris Rd,Harris,DARTMOUTH,DARTMOUTH,6301,6301,1199.08049838054
999409,HAZELHURST ST,HAZELHURST,ST,Hazelhurst St,Hazelhurst,DARTMOUTH,DARTMOUTH,6306,6306,399.43076278579
999410,HEMLOCK ST,HEMLOCK,ST,Hemlock St,Hemlock,DARTMOUTH,DARTMOUTH,6308,6308,718.737777859583
999411,HENRY ST,HENRY,ST,Henry St,Henry,DARTMOUTH,DARTMOUTH,6310,6310,163.636657719915
999412,HERBERT ST,HERBERT,ST,Herbert St,Herbert,DARTMOUTH,DARTMOUTH,6311,6311,201.712342527259
999413,HESTER ST,HESTER,ST,Hester St,Hester,DARTMOUTH,DARTMOUTH,6313,6313,655.935447262151
999414,HIBERNIA CRT,HIBERNIA,CRT,Hibernia Crt,Hibernia,DARTMOUTH,DARTMOUTH,6314,6314,235.464398043119
999415,HIGH ST,HIGH,ST,High St,High,DARTMOUTH,DARTMOUTH,6315,6315,278.158455567478
999416,OAKLAND RD,OAKLAND,RD,Oakland Rd,Oakland,HALIFAX,HALIFAX,604,604,1220.07929264749
999417,OAKLEIGH AVE,OAKLEIGH,AVE,Oakleigh Ave,Oakleigh,HALIFAX,HALIFAX,605,605,168.4223128904
999418,OAKLEY AVE,OAKLEY,AVE,Oakley Ave,Oakley,HALIFAX,HALIFAX,606,606,337.927064133228
999419,OGILVIE ST,OGILVIE,ST,Ogilvie St,Ogilvie,HALIFAX,HALIFAX,610,610,627.114127343523
999420,QUINGATE PL,QUINGATE,PL,Quingate Pl,Quingate,HALIFAX,HALIFAX,612,612,326.500294595551
999421,OLD SAMBRO RD,OLD SAMBRO,RD,Old Sambro Rd,Old Sambro,HALIFAX,HALIFAX,613,613,6215.08757923632
999422,OLIVET ST,OLIVET,ST,Olivet St,Olivet,HALIFAX,HALIFAX,615,615,391.989199280769
999423,ONTARIO ST,ONTARIO,ST,Ontario St,Ontario,HALIFAX,HALIFAX,616,616,155.061286922652
999424,ORIOLE ST,ORIOLE,ST,Oriole St,Oriole,HALIFAX,HALIFAX,617,617,207.389233598743
999425,PACIFIC ST,PACIFIC,ST,Pacific St,Pacific,HALIFAX,HALIFAX,620,620,196.608383110309
999426,PARKDALE AVE,PARKDALE,AVE,Parkdale Ave,Parkdale,HALIFAX,HALIFAX,624,624,308.157729288051
999427,PARKER ST,PARKER,ST,Parker St,Parker,HALIFAX,HALIFAX,625,625,232.234606826598
999428,SHERADON PL,SHERADON,PL,Sheradon Pl,Sheradon,HALIFAX,HALIFAX,626,626,113.322553637608
999429,PARKMOOR AVE,PARKMOOR,AVE,Parkmoor Ave,Parkmoor,HALIFAX,HALIFAX,628,628,394.134770147384
999430,PARKWOOD PL,PARKWOOD,PL,Parkwood Pl,Parkwood,HALIFAX,HALIFAX,629,629,194.334802975937
999431,PARKWOOD TERR,PARKWOOD,TERR,Parkwood Terr,Parkwood,HALIFAX,HALIFAX,630,630,292.275129114071
999432,PARMBELLE LANE,PARMBELLE,LANE,Parmbelle Lane,Parmbelle,HALIFAX,HALIFAX,631,631,338.140229303073
999433,PATRICIA ST,PATRICIA,ST,Patricia St,Patricia,HALIFAX,HALIFAX,632,632,233.543964875425
999434,PAYZANT AVE,PAYZANT,AVE,Payzant Ave,Payzant,HALIFAX,HALIFAX,633,633,262.048285931366
999435,PEARL ST,PEARL,ST,Pearl St,Pearl,HALIFAX,HALIFAX,634,634,140.106341421037
999436,JAMES ST,JAMES,ST,James St,James,DARTMOUTH,DARTMOUTH,6339,6339,241.425820275558
999437,PINE HILL DR,PINE HILL,DR,Pine Hill Dr,Pine Hill,HALIFAX,HALIFAX,647,647,470.744723764159
999438,PINERIDGE DR,PINERIDGE,DR,Pineridge Dr,Pineridge,HALIFAX,HALIFAX,648,648,153.552349051955
999439,PINEWOOD TERR,PINEWOOD,TERR,Pinewood Terr,Pinewood,HALIFAX,HALIFAX,649,649,163.919993949047
999440,PIONEER AVE,PIONEER,AVE,Pioneer Ave,Pioneer,HALIFAX,HALIFAX,650,650,566.434252240982
999441,JOSEPH YOUNG ST,JOSEPH YOUNG,ST,Joseph Young St,Joseph Young,DARTMOUTH,DARTMOUTH,6353,6353,646.339383814718
999442,KAREN CRT,KAREN,CRT,Karen Crt,Karen,DARTMOUTH,DARTMOUTH,6357,6357,140.542454103898
999443,KENNEDY DR,KENNEDY,DR,Kennedy Dr,Kennedy,DARTMOUTH,DARTMOUTH,6359,6359,838.562232458387
999444,KENWOOD DR,KENWOOD,DR,Kenwood Dr,Kenwood,DARTMOUTH,DARTMOUTH,6360,6360,139.37964986627
999445,KINCARDINE DR,KINCARDINE,DR,Kincardine Dr,Kincardine,DARTMOUTH,DARTMOUTH,6362,6362,596.275000152962
999446,KING ST,KING,ST,King St,King,DARTMOUTH,DARTMOUTH,6363,6363,810.524851569325
999447,KYLES CRT,KYLES,CRT,Kyles Crt,Kyles,DARTMOUTH,DARTMOUTH,6367,6367,176.662625661435
999448,LAHEY RD,LAHEY,RD,Lahey Rd,Lahey,DARTMOUTH,DARTMOUTH,6369,6369,616.381944305159
999449,LAKE CHARLES DR,LAKE CHARLES,DR,Lake Charles Dr,Lake Charles,DARTMOUTH,DARTMOUTH,6370,6370,585.555386585298
999450,LAKEFRONT RD,LAKEFRONT,RD,Lakefront Rd,Lakefront,DARTMOUTH,DARTMOUTH,6372,6372,1137.14911729196
999451,ST MATTHIAS ST,ST MATTHIAS,ST,St Matthias St,St Matthias,HALIFAX,HALIFAX,731,731,138.969344619302
